modelid,name,term,var,order,beta
subtypes_social_capital,fort_worth,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,fort_worth,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,fort_worth,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,fort_worth,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,fort_worth,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,fort_worth,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,fort_worth,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,fort_worth,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,fort_worth,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,houston,(Intercept),intercept,1,-0.07083699163872793
subtypes_social_capital,houston,scale(log(community_space + 1)),community_space,2,0.006510784453277564
subtypes_social_capital,houston,scale(log(place_of_worship + 1)),place_of_worship,3,0.012659950926407032
subtypes_social_capital,houston,scale(log(social_business + 1)),scale(log(social_business + 1)),4,-0.008569118901500812
subtypes_social_capital,houston,scale(log(park + 1)),park,5,-0.0022523797724954297
subtypes_social_capital,houston,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,houston,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,houston,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,houston,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,houston,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,houston,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,houston,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,houston,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,houston,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,indianapolis,(Intercept),intercept,1,0.033304490333951574
subtypes_social_capital,indianapolis,scale(log(community_space + 1)),community_space,2,0.023074342584198992
subtypes_social_capital,indianapolis,scale(log(place_of_worship + 1)),place_of_worship,3,0.010484253082952694
subtypes_social_capital,indianapolis,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.006853413267477524
subtypes_social_capital,indianapolis,scale(log(park + 1)),park,5,0.005367321822719097
subtypes_social_capital,indianapolis,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,indianapolis,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,indianapolis,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,indianapolis,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,indianapolis,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,indianapolis,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,indianapolis,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,indianapolis,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,indianapolis,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,jacksonville,(Intercept),intercept,1,0.03047472163081986
subtypes_social_capital,jacksonville,scale(log(community_space + 1)),community_space,2,0.01944189635383533
subtypes_social_capital,jacksonville,scale(log(place_of_worship + 1)),place_of_worship,3,0.012737008895405938
subtypes_social_capital,jacksonville,scale(log(social_business + 1)),scale(log(social_business + 1)),4,-0.003933021550300526
subtypes_social_capital,jacksonville,scale(log(park + 1)),park,5,0.0018720848946610904
subtypes_social_capital,jacksonville,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,jacksonville,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,jacksonville,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,jacksonville,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,jacksonville,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,jacksonville,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,jacksonville,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,jacksonville,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,jacksonville,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,la,(Intercept),intercept,1,-0.2025082824067601
subtypes_social_capital,la,scale(log(community_space + 1)),community_space,2,0.006462484772516014
subtypes_social_capital,la,scale(log(place_of_worship + 1)),place_of_worship,3,0.008177895872664955
subtypes_social_capital,la,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.015527642483702454
subtypes_social_capital,la,scale(log(park + 1)),park,5,0.005318662891380157
subtypes_social_capital,la,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,la,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,la,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,la,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,la,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,la,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,la,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,la,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,la,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,nashville,(Intercept),intercept,1,0.0835144973487676
subtypes_social_capital,nashville,scale(log(community_space + 1)),community_space,2,0.018196297309682564
subtypes_social_capital,nashville,scale(log(place_of_worship + 1)),place_of_worship,3,0.004212897450657872
subtypes_social_capital,nashville,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.014341395547660505
subtypes_social_capital,nashville,scale(log(park + 1)),park,5,0.0024469978094657265
subtypes_social_capital,nashville,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,nashville,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,nashville,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,nashville,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,nashville,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,nashville,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,nashville,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,nashville,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,nashville,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,nyc,(Intercept),intercept,1,-0.19880778974837068
subtypes_social_capital,nyc,scale(log(community_space + 1)),community_space,2,0.03429020316879391
subtypes_social_capital,nyc,scale(log(place_of_worship + 1)),place_of_worship,3,-0.003027080375480516
subtypes_social_capital,nyc,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.07995806749126864
subtypes_social_capital,nyc,scale(log(park + 1)),park,5,0.02909972310367113
subtypes_social_capital,nyc,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,nyc,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,nyc,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,nyc,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,nyc,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,nyc,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,nyc,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,nyc,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,nyc,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,oklahoma,(Intercept),intercept,1,0.11198753622885843
subtypes_social_capital,oklahoma,scale(log(community_space + 1)),community_space,2,0.010754039312252061
subtypes_social_capital,oklahoma,scale(log(place_of_worship + 1)),place_of_worship,3,0.004716361747536881
subtypes_social_capital,oklahoma,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.0022583592465114776
subtypes_social_capital,oklahoma,scale(log(park + 1)),park,5,-0.003849029747093636
subtypes_social_capital,oklahoma,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,oklahoma,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,oklahoma,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,oklahoma,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,oklahoma,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,oklahoma,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,oklahoma,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,oklahoma,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,oklahoma,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,philadelphia,(Intercept),intercept,1,-0.026158909279502873
subtypes_social_capital,philadelphia,scale(log(community_space + 1)),community_space,2,0.02541680567245995
subtypes_social_capital,philadelphia,scale(log(place_of_worship + 1)),place_of_worship,3,0.010787385549681127
subtypes_social_capital,philadelphia,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.0142359402156786
subtypes_social_capital,philadelphia,scale(log(park + 1)),park,5,0.009440281572456011
subtypes_social_capital,philadelphia,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,philadelphia,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,philadelphia,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,philadelphia,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,philadelphia,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,philadelphia,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,philadelphia,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,philadelphia,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,philadelphia,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,phoenix,(Intercept),intercept,1,-0.1639571241459617
subtypes_social_capital,phoenix,scale(log(community_space + 1)),community_space,2,0.02899347662728622
subtypes_social_capital,phoenix,scale(log(place_of_worship + 1)),place_of_worship,3,0.021022007681328815
subtypes_social_capital,phoenix,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.0024534752700385767
subtypes_social_capital,phoenix,scale(log(park + 1)),park,5,0.013569304397543005
subtypes_social_capital,phoenix,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,phoenix,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,phoenix,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,phoenix,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,phoenix,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,phoenix,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,phoenix,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,phoenix,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,phoenix,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,portland,(Intercept),intercept,1,-0.005129116668986555
subtypes_social_capital,portland,scale(log(community_space + 1)),community_space,2,0.001826288300556136
subtypes_social_capital,portland,scale(log(place_of_worship + 1)),place_of_worship,3,-0.00428504911411484
subtypes_social_capital,portland,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.026688366305313474
subtypes_social_capital,portland,scale(log(park + 1)),park,5,-0.001392734206626407
subtypes_social_capital,portland,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,portland,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,portland,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,portland,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,portland,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,portland,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,portland,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,portland,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,portland,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,san_antonio,(Intercept),intercept,1,0.08850558014952173
subtypes_social_capital,san_antonio,scale(log(community_space + 1)),community_space,2,0.02172893436833028
subtypes_social_capital,san_antonio,scale(log(place_of_worship + 1)),place_of_worship,3,0.012675778672939397
subtypes_social_capital,san_antonio,scale(log(social_business + 1)),scale(log(social_business + 1)),4,-0.005336110473717001
subtypes_social_capital,san_antonio,scale(log(park + 1)),park,5,0.0011925800915975602
subtypes_social_capital,san_antonio,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,san_antonio,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,san_antonio,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,san_antonio,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,san_antonio,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,san_antonio,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,san_antonio,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,san_antonio,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,san_antonio,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,san_diego,(Intercept),intercept,1,-0.01598706434549558
subtypes_social_capital,san_diego,scale(log(community_space + 1)),community_space,2,2.659569442783633e-4
subtypes_social_capital,san_diego,scale(log(place_of_worship + 1)),place_of_worship,3,-0.004210130559848603
subtypes_social_capital,san_diego,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.02664302090968119
subtypes_social_capital,san_diego,scale(log(park + 1)),park,5,-0.0019083651342915327
subtypes_social_capital,san_diego,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,san_diego,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,san_diego,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,san_diego,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,san_diego,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,san_diego,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,san_diego,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,san_diego,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,san_diego,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,san_francisco,(Intercept),intercept,1,0.04438717200869314
subtypes_social_capital,san_francisco,scale(log(community_space + 1)),community_space,2,0.00883124145004047
subtypes_social_capital,san_francisco,scale(log(place_of_worship + 1)),place_of_worship,3,0.005181103871605363
subtypes_social_capital,san_francisco,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.0042236894432800594
subtypes_social_capital,san_francisco,scale(log(park + 1)),park,5,-0.0026063881475114534
subtypes_social_capital,san_francisco,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,san_francisco,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,san_francisco,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,san_francisco,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,san_francisco,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,san_francisco,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,san_francisco,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,san_francisco,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,san_francisco,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,san_jose,(Intercept),intercept,1,-0.14926258028772454
subtypes_social_capital,san_jose,scale(log(community_space + 1)),community_space,2,0.004279478696870377
subtypes_social_capital,san_jose,scale(log(place_of_worship + 1)),place_of_worship,3,0.001619423596759754
subtypes_social_capital,san_jose,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.026128937830427086
subtypes_social_capital,san_jose,scale(log(park + 1)),park,5,0.004099574744419952
subtypes_social_capital,san_jose,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,san_jose,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,san_jose,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,san_jose,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,san_jose,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,san_jose,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,san_jose,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,san_jose,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,san_jose,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_social_capital,seattle,(Intercept),intercept,1,0.1662990610309825
subtypes_social_capital,seattle,scale(log(community_space + 1)),community_space,2,0.012908347225196022
subtypes_social_capital,seattle,scale(log(place_of_worship + 1)),place_of_worship,3,-0.01045113317174459
subtypes_social_capital,seattle,scale(log(social_business + 1)),scale(log(social_business + 1)),4,0.04221188284685068
subtypes_social_capital,seattle,scale(log(park + 1)),park,5,0.0015668375559476323
subtypes_social_capital,seattle,scale(log(pop_density)),pop_density,6,0.004324991241084852
subtypes_social_capital,seattle,"scale(logit(black, 0.01))",black,7,0.003146254184906404
subtypes_social_capital,seattle,"scale(logit(hisplat, 0.01))",hisplat,8,-0.12388314108532669
subtypes_social_capital,seattle,"scale(logit(asian, 0.01))",asian,9,-0.02659627706473735
subtypes_social_capital,seattle,scale(log(median_household_income)),median_household_income,10,0.021014570206308193
subtypes_social_capital,seattle,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.028926520055770552
subtypes_social_capital,seattle,"scale(logit(some_college, 0.01))",some_college,12,0.04268254184688342
subtypes_social_capital,seattle,"scale(logit(over_65, 0.01))",over_65,13,-7.013873843065411e-4
subtypes_social_capital,seattle,scale(log(unemployment + 1)),unemployment,14,0.0250903443389998
subtypes_bonding,austin,(Intercept),intercept,1,-0.06253779332499508
subtypes_bonding,austin,log(community_space + 1),community_space,2,-0.013386538369272043
subtypes_bonding,austin,log(place_of_worship + 1),place_of_worship,3,-0.020248351978680506
subtypes_bonding,austin,log(social_business + 1),log(social_business + 1),4,0.010175690349261237
subtypes_bonding,austin,log(park + 1),park,5,-0.021070941963002004
subtypes_bonding,austin,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,austin,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,austin,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,austin,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,austin,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
subtypes_bonding,austin,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.01442535723861049
subtypes_bonding,austin,"scale(logit(some_college, 0.01))",some_college,12,-0.13663978485847833
subtypes_bonding,austin,"scale(logit(over_65, 0.01))",over_65,13,-0.1066930735180977
subtypes_bonding,austin,scale(log(unemployment + 1)),unemployment,14,0.07081481587479568
subtypes_bonding,boston,(Intercept),intercept,1,-0.20847646422723903
subtypes_bonding,boston,log(community_space + 1),community_space,2,-0.010135353325416438
subtypes_bonding,boston,log(place_of_worship + 1),place_of_worship,3,-0.04521011750170295
subtypes_bonding,boston,log(social_business + 1),log(social_business + 1),4,0.03381674647244314
subtypes_bonding,boston,log(park + 1),park,5,-0.015145813495573934
subtypes_bonding,boston,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,boston,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,boston,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,boston,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,boston,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
subtypes_bonding,boston,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.01442535723861049
subtypes_bonding,boston,"scale(logit(some_college, 0.01))",some_college,12,-0.13663978485847833
subtypes_bonding,boston,"scale(logit(over_65, 0.01))",over_65,13,-0.1066930735180977
subtypes_bonding,boston,scale(log(unemployment + 1)),unemployment,14,0.07081481587479568
subtypes_bonding,charlotte,(Intercept),intercept,1,-0.08996638482343934
subtypes_bonding,charlotte,log(community_space + 1),community_space,2,-0.00462067236794993
subtypes_bonding,charlotte,log(place_of_worship + 1),place_of_worship,3,0.002818526915342085
subtypes_bonding,charlotte,log(social_business + 1),log(social_business + 1),4,5.390534849434598e-4
subtypes_bonding,charlotte,log(park + 1),park,5,-0.01630396118610952
subtypes_bonding,charlotte,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,charlotte,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,charlotte,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,charlotte,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,charlotte,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
subtypes_bonding,charlotte,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.01442535723861049
subtypes_bonding,charlotte,"scale(logit(some_college, 0.01))",some_college,12,-0.13663978485847833
subtypes_bonding,charlotte,"scale(logit(over_65, 0.01))",over_65,13,-0.1066930735180977
subtypes_bonding,charlotte,scale(log(unemployment + 1)),unemployment,14,0.07081481587479568
subtypes_bonding,chicago,(Intercept),intercept,1,-0.04137012426404103
subtypes_bonding,chicago,log(community_space + 1),community_space,2,0.05277021996752778
subtypes_bonding,chicago,log(place_of_worship + 1),place_of_worship,3,0.11295543389307248
subtypes_bonding,chicago,log(social_business + 1),log(social_business + 1),4,-0.10542516280983244
subtypes_bonding,chicago,log(park + 1),park,5,-0.0011956101810815245
subtypes_bonding,chicago,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,chicago,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,chicago,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,chicago,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,chicago,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
subtypes_bonding,chicago,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.01442535723861049
subtypes_bonding,chicago,"scale(logit(some_college, 0.01))",some_college,12,-0.13663978485847833
subtypes_bonding,chicago,"scale(logit(over_65, 0.01))",over_65,13,-0.1066930735180977
subtypes_bonding,chicago,scale(log(unemployment + 1)),unemployment,14,0.07081481587479568
subtypes_bonding,columbus,(Intercept),intercept,1,-0.052073728179886314
subtypes_bonding,columbus,log(community_space + 1),community_space,2,0.0043375118324784304
subtypes_bonding,columbus,log(place_of_worship + 1),place_of_worship,3,0.017895993412119716
subtypes_bonding,columbus,log(social_business + 1),log(social_business + 1),4,-0.02198940086051142
subtypes_bonding,columbus,log(park + 1),park,5,-0.015929339412186393
subtypes_bonding,columbus,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,columbus,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,columbus,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,columbus,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,columbus,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
subtypes_bonding,columbus,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.01442535723861049
subtypes_bonding,columbus,"scale(logit(some_college, 0.01))",some_college,12,-0.13663978485847833
subtypes_bonding,columbus,"scale(logit(over_65, 0.01))",over_65,13,-0.1066930735180977
subtypes_bonding,columbus,scale(log(unemployment + 1)),unemployment,14,0.07081481587479568
subtypes_bonding,dallas,(Intercept),intercept,1,-0.12343115707059202
subtypes_bonding,dallas,log(community_space + 1),community_space,2,-0.005908739532600857
subtypes_bonding,dallas,log(place_of_worship + 1),place_of_worship,3,-0.03892135833826939
subtypes_bonding,dallas,log(social_business + 1),log(social_business + 1),4,0.010227007552513228
subtypes_bonding,dallas,log(park + 1),park,5,-0.018620595933314436
subtypes_bonding,dallas,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,dallas,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,dallas,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,dallas,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,dallas,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
subtypes_bonding,dallas,"scale(logit(income_0_60K, 0.01))",income_0_60K,11,-0.01442535723861049
subtypes_bonding,dallas,"scale(logit(some_college, 0.01))",some_college,12,-0.13663978485847833
subtypes_bonding,dallas,"scale(logit(over_65, 0.01))",over_65,13,-0.1066930735180977
subtypes_bonding,dallas,scale(log(unemployment + 1)),unemployment,14,0.07081481587479568
subtypes_bonding,dc,(Intercept),intercept,1,-0.12330410558210703
subtypes_bonding,dc,log(community_space + 1),community_space,2,5.924810320460886e-4
subtypes_bonding,dc,log(place_of_worship + 1),place_of_worship,3,-0.0028580210749562375
subtypes_bonding,dc,log(social_business + 1),log(social_business + 1),4,-0.0014740174258581172
subtypes_bonding,dc,log(park + 1),park,5,-0.01445996975525405
subtypes_bonding,dc,scale(log(pop_density)),pop_density,6,-0.03798265727045413
subtypes_bonding,dc,"scale(logit(black, 0.01))",black,7,-0.05572007190543992
subtypes_bonding,dc,"scale(logit(hisplat, 0.01))",hisplat,8,-0.24236656778716728
subtypes_bonding,dc,"scale(logit(asian, 0.01))",asian,9,-0.157506923173655
subtypes_bonding,dc,scale(log(median_household_income)),median_household_income,10,0.10240085795778937
